"","name","description","page"
"2083","mmonoceros_homolog_ensembl_gene","Narwhal gene stable ID","homologs"
"2084","mmonoceros_homolog_associated_gene_name","Narwhal gene name","homologs"
"2085","mmonoceros_homolog_ensembl_peptide","Narwhal protein or transcript stable ID","homologs"
"2086","mmonoceros_homolog_chromosome","Narwhal chromosome/scaffold name","homologs"
"2087","mmonoceros_homolog_chrom_start","Narwhal chromosome/scaffold start (bp)","homologs"
"2088","mmonoceros_homolog_chrom_end","Narwhal chromosome/scaffold end (bp)","homologs"
"2089","mmonoceros_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2090","mmonoceros_homolog_subtype","Last common ancestor with Narwhal","homologs"
"2091","mmonoceros_homolog_orthology_type","Narwhal homology type","homologs"
"2092","mmonoceros_homolog_perc_id","%id. target Narwhal gene identical to query gene","homologs"
"2093","mmonoceros_homolog_perc_id_r1","%id. query gene identical to target Narwhal gene","homologs"
"2094","mmonoceros_homolog_goc_score","Narwhal Gene-order conservation score","homologs"
"2095","mmonoceros_homolog_wga_coverage","Narwhal Whole-genome alignment coverage","homologs"
"2096","mmonoceros_homolog_orthology_confidence","Narwhal orthology confidence [0 low, 1 high]","homologs"
"2097","oniloticus_homolog_ensembl_gene","Nile tilapia gene stable ID","homologs"
"2098","oniloticus_homolog_associated_gene_name","Nile tilapia gene name","homologs"
"2099","oniloticus_homolog_ensembl_peptide","Nile tilapia protein or transcript stable ID","homologs"
"2100","oniloticus_homolog_chromosome","Nile tilapia chromosome/scaffold name","homologs"
"2101","oniloticus_homolog_chrom_start","Nile tilapia chromosome/scaffold start (bp)","homologs"
"2102","oniloticus_homolog_chrom_end","Nile tilapia chromosome/scaffold end (bp)","homologs"
"2103","oniloticus_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2104","oniloticus_homolog_subtype","Last common ancestor with Nile tilapia","homologs"
"2105","oniloticus_homolog_orthology_type","Nile tilapia homology type","homologs"
"2106","oniloticus_homolog_perc_id","%id. target Nile tilapia gene identical to query gene","homologs"
"2107","oniloticus_homolog_perc_id_r1","%id. query gene identical to target Nile tilapia gene","homologs"
"2108","oniloticus_homolog_goc_score","Nile tilapia Gene-order conservation score","homologs"
"2109","oniloticus_homolog_wga_coverage","Nile tilapia Whole-genome alignment coverage","homologs"
"2110","oniloticus_homolog_orthology_confidence","Nile tilapia orthology confidence [0 low, 1 high]","homologs"
"2111","pmbairdii_homolog_ensembl_gene","Northern American deer mouse gene stable ID","homologs"
"2112","pmbairdii_homolog_associated_gene_name","Northern American deer mouse gene name","homologs"
"2113","pmbairdii_homolog_ensembl_peptide","Northern American deer mouse protein or transcript stable ID","homologs"
"2114","pmbairdii_homolog_chromosome","Northern American deer mouse chromosome/scaffold name","homologs"
"2115","pmbairdii_homolog_chrom_start","Northern American deer mouse chromosome/scaffold start (bp)","homologs"
"2116","pmbairdii_homolog_chrom_end","Northern American deer mouse chromosome/scaffold end (bp)","homologs"
"2117","pmbairdii_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2118","pmbairdii_homolog_subtype","Last common ancestor with Northern American deer mouse","homologs"
"2119","pmbairdii_homolog_orthology_type","Northern American deer mouse homology type","homologs"
"2120","pmbairdii_homolog_perc_id","%id. target Northern American deer mouse gene identical to query gene","homologs"
"2121","pmbairdii_homolog_perc_id_r1","%id. query gene identical to target Northern American deer mouse gene","homologs"
"2122","pmbairdii_homolog_goc_score","Northern American deer mouse Gene-order conservation score","homologs"
"2123","pmbairdii_homolog_wga_coverage","Northern American deer mouse Whole-genome alignment coverage","homologs"
"2124","pmbairdii_homolog_orthology_confidence","Northern American deer mouse orthology confidence [0 low, 1 high]","homologs"
"2125","elucius_homolog_ensembl_gene","Northern pike gene stable ID","homologs"
"2126","elucius_homolog_associated_gene_name","Northern pike gene name","homologs"
"2127","elucius_homolog_ensembl_peptide","Northern pike protein or transcript stable ID","homologs"
"2128","elucius_homolog_chromosome","Northern pike chromosome/scaffold name","homologs"
"2129","elucius_homolog_chrom_start","Northern pike chromosome/scaffold start (bp)","homologs"
"2130","elucius_homolog_chrom_end","Northern pike chromosome/scaffold end (bp)","homologs"
"2131","elucius_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2132","elucius_homolog_subtype","Last common ancestor with Northern pike","homologs"
"2133","elucius_homolog_orthology_type","Northern pike homology type","homologs"
"2134","elucius_homolog_perc_id","%id. target Northern pike gene identical to query gene","homologs"
"2135","elucius_homolog_perc_id_r1","%id. query gene identical to target Northern pike gene","homologs"
"2136","elucius_homolog_goc_score","Northern pike Gene-order conservation score","homologs"
"2137","elucius_homolog_wga_coverage","Northern pike Whole-genome alignment coverage","homologs"
"2138","elucius_homolog_orthology_confidence","Northern pike orthology confidence [0 low, 1 high]","homologs"
"2139","panubis_homolog_ensembl_gene","Olive baboon gene stable ID","homologs"
"2140","panubis_homolog_associated_gene_name","Olive baboon gene name","homologs"
"2141","panubis_homolog_ensembl_peptide","Olive baboon protein or transcript stable ID","homologs"
"2142","panubis_homolog_chromosome","Olive baboon chromosome/scaffold name","homologs"
"2143","panubis_homolog_chrom_start","Olive baboon chromosome/scaffold start (bp)","homologs"
"2144","panubis_homolog_chrom_end","Olive baboon chromosome/scaffold end (bp)","homologs"
"2145","panubis_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2146","panubis_homolog_subtype","Last common ancestor with Olive baboon","homologs"
"2147","panubis_homolog_orthology_type","Olive baboon homology type","homologs"
"2148","panubis_homolog_perc_id","%id. target Olive baboon gene identical to query gene","homologs"
"2149","panubis_homolog_perc_id_r1","%id. query gene identical to target Olive baboon gene","homologs"
"2150","panubis_homolog_goc_score","Olive baboon Gene-order conservation score","homologs"
"2151","panubis_homolog_wga_coverage","Olive baboon Whole-genome alignment coverage","homologs"
"2152","panubis_homolog_orthology_confidence","Olive baboon orthology confidence [0 low, 1 high]","homologs"
"2153","mdomestica_homolog_ensembl_gene","Opossum gene stable ID","homologs"
"2154","mdomestica_homolog_associated_gene_name","Opossum gene name","homologs"
"2155","mdomestica_homolog_ensembl_peptide","Opossum protein or transcript stable ID","homologs"
"2156","mdomestica_homolog_chromosome","Opossum chromosome/scaffold name","homologs"
"2157","mdomestica_homolog_chrom_start","Opossum chromosome/scaffold start (bp)","homologs"
"2158","mdomestica_homolog_chrom_end","Opossum chromosome/scaffold end (bp)","homologs"
"2159","mdomestica_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2160","mdomestica_homolog_subtype","Last common ancestor with Opossum","homologs"
"2161","mdomestica_homolog_orthology_type","Opossum homology type","homologs"
"2162","mdomestica_homolog_perc_id","%id. target Opossum gene identical to query gene","homologs"
"2163","mdomestica_homolog_perc_id_r1","%id. query gene identical to target Opossum gene","homologs"
"2164","mdomestica_homolog_goc_score","Opossum Gene-order conservation score","homologs"
"2165","mdomestica_homolog_wga_coverage","Opossum Whole-genome alignment coverage","homologs"
"2166","mdomestica_homolog_orthology_confidence","Opossum orthology confidence [0 low, 1 high]","homologs"
"2167","apercula_homolog_ensembl_gene","Orange clownfish gene stable ID","homologs"
"2168","apercula_homolog_associated_gene_name","Orange clownfish gene name","homologs"
"2169","apercula_homolog_ensembl_peptide","Orange clownfish protein or transcript stable ID","homologs"
"2170","apercula_homolog_chromosome","Orange clownfish chromosome/scaffold name","homologs"
"2171","apercula_homolog_chrom_start","Orange clownfish chromosome/scaffold start (bp)","homologs"
"2172","apercula_homolog_chrom_end","Orange clownfish chromosome/scaffold end (bp)","homologs"
"2173","apercula_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2174","apercula_homolog_subtype","Last common ancestor with Orange clownfish","homologs"
"2175","apercula_homolog_orthology_type","Orange clownfish homology type","homologs"
"2176","apercula_homolog_perc_id","%id. target Orange clownfish gene identical to query gene","homologs"
"2177","apercula_homolog_perc_id_r1","%id. query gene identical to target Orange clownfish gene","homologs"
"2178","apercula_homolog_goc_score","Orange clownfish Gene-order conservation score","homologs"
"2179","apercula_homolog_wga_coverage","Orange clownfish Whole-genome alignment coverage","homologs"
"2180","apercula_homolog_orthology_confidence","Orange clownfish orthology confidence [0 low, 1 high]","homologs"
"2181","cpbellii_homolog_ensembl_gene","Painted turtle gene stable ID","homologs"
"2182","cpbellii_homolog_associated_gene_name","Painted turtle gene name","homologs"
"2183","cpbellii_homolog_ensembl_peptide","Painted turtle protein or transcript stable ID","homologs"
"2184","cpbellii_homolog_chromosome","Painted turtle chromosome/scaffold name","homologs"
"2185","cpbellii_homolog_chrom_start","Painted turtle chromosome/scaffold start (bp)","homologs"
"2186","cpbellii_homolog_chrom_end","Painted turtle chromosome/scaffold end (bp)","homologs"
"2187","cpbellii_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2188","cpbellii_homolog_subtype","Last common ancestor with Painted turtle","homologs"
"2189","cpbellii_homolog_orthology_type","Painted turtle homology type","homologs"
"2190","cpbellii_homolog_perc_id","%id. target Painted turtle gene identical to query gene","homologs"
"2191","cpbellii_homolog_perc_id_r1","%id. query gene identical to target Painted turtle gene","homologs"
"2192","cpbellii_homolog_goc_score","Painted turtle Gene-order conservation score","homologs"
"2193","cpbellii_homolog_wga_coverage","Painted turtle Whole-genome alignment coverage","homologs"
"2194","cpbellii_homolog_orthology_confidence","Painted turtle orthology confidence [0 low, 1 high]","homologs"
"2195","pkingsleyae_homolog_ensembl_gene","Paramormyrops kingsleyae gene stable ID","homologs"
"2196","pkingsleyae_homolog_associated_gene_name","Paramormyrops kingsleyae gene name","homologs"
"2197","pkingsleyae_homolog_ensembl_peptide","Paramormyrops kingsleyae protein or transcript stable ID","homologs"
"2198","pkingsleyae_homolog_chromosome","Paramormyrops kingsleyae chromosome/scaffold name","homologs"
"2199","pkingsleyae_homolog_chrom_start","Paramormyrops kingsleyae chromosome/scaffold start (bp)","homologs"
"2200","pkingsleyae_homolog_chrom_end","Paramormyrops kingsleyae chromosome/scaffold end (bp)","homologs"
"2201","pkingsleyae_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2202","pkingsleyae_homolog_subtype","Last common ancestor with Paramormyrops kingsleyae","homologs"
"2203","pkingsleyae_homolog_orthology_type","Paramormyrops kingsleyae homology type","homologs"
"2204","pkingsleyae_homolog_perc_id","%id. target Paramormyrops kingsleyae gene identical to query gene","homologs"
"2205","pkingsleyae_homolog_perc_id_r1","%id. query gene identical to target Paramormyrops kingsleyae gene","homologs"
"2206","pkingsleyae_homolog_goc_score","Paramormyrops kingsleyae Gene-order conservation score","homologs"
"2207","pkingsleyae_homolog_wga_coverage","Paramormyrops kingsleyae Whole-genome alignment coverage","homologs"
"2208","pkingsleyae_homolog_orthology_confidence","Paramormyrops kingsleyae orthology confidence [0 low, 1 high]","homologs"
"2209","sscrofa_homolog_ensembl_gene","Pig gene stable ID","homologs"
"2210","sscrofa_homolog_associated_gene_name","Pig gene name","homologs"
"2211","sscrofa_homolog_ensembl_peptide","Pig protein or transcript stable ID","homologs"
"2212","sscrofa_homolog_chromosome","Pig chromosome/scaffold name","homologs"
"2213","sscrofa_homolog_chrom_start","Pig chromosome/scaffold start (bp)","homologs"
"2214","sscrofa_homolog_chrom_end","Pig chromosome/scaffold end (bp)","homologs"
"2215","sscrofa_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2216","sscrofa_homolog_subtype","Last common ancestor with Pig","homologs"
"2217","sscrofa_homolog_orthology_type","Pig homology type","homologs"
"2218","sscrofa_homolog_perc_id","%id. target Pig gene identical to query gene","homologs"
"2219","sscrofa_homolog_perc_id_r1","%id. query gene identical to target Pig gene","homologs"
"2220","sscrofa_homolog_goc_score","Pig Gene-order conservation score","homologs"
"2221","sscrofa_homolog_wga_coverage","Pig Whole-genome alignment coverage","homologs"
"2222","sscrofa_homolog_orthology_confidence","Pig orthology confidence [0 low, 1 high]","homologs"
"2223","mnemestrina_homolog_ensembl_gene","Pig-tailed macaque gene stable ID","homologs"
"2224","mnemestrina_homolog_associated_gene_name","Pig-tailed macaque gene name","homologs"
"2225","mnemestrina_homolog_ensembl_peptide","Pig-tailed macaque protein or transcript stable ID","homologs"
"2226","mnemestrina_homolog_chromosome","Pig-tailed macaque chromosome/scaffold name","homologs"
"2227","mnemestrina_homolog_chrom_start","Pig-tailed macaque chromosome/scaffold start (bp)","homologs"
"2228","mnemestrina_homolog_chrom_end","Pig-tailed macaque chromosome/scaffold end (bp)","homologs"
"2229","mnemestrina_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"2230","mnemestrina_homolog_subtype","Last common ancestor with Pig-tailed macaque","homologs"
"2231","mnemestrina_homolog_orthology_type","Pig-tailed macaque homology type","homologs"
"2232","mnemestrina_homolog_perc_id","%id. target Pig-tailed macaque gene identical to query gene","homologs"
