Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Cell_Line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,Ethnicity,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,sex,SRA Study,tissue
SRR8652140,50,WGS,GCA_000001405.13,202,132725083538,ATCC:NCI-H1666,PRJNA523380,SAMN10987669,Human,73468302243,NCI-H1666,BROAD INSTITUTE,public,"bam,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",carcinoma (bronchioloalveolar_adenocarcinoma),metastasis,Caucasian,SRX5449760,Illumina HiSeq 2000,cell line,WGS-NCIH1666_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH1666_LUNG,cell culture,female,SRP186687,lung
SRR8639132,1,WGS,GCA_000001405.13,202,116291998122,NIBRI,PRJNA523380,SAMN10987802,Human,57481733830,A-204,BROAD INSTITUTE,public,"sra,bam","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",rhabdoid_tumour,primary,Caucasian,SRX5437601,Illumina HiSeq 2000,cell line,WGS-A204_SOFT_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,A204_SOFT_TISSUE,cell culture,female,SRP186687,soft_tissue
SRR8639148,65,WGS,GCA_000001405.13,202,124561166476,KCLB:HCC-95,PRJNA523380,SAMN10987960,Human,61617144968,HCC-95,BROAD INSTITUTE,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5437585,Illumina HiSeq 2000,cell line,WGS-HCC95_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC95_LUNG,cell culture,male,SRP186687,lung
SRR8639166,54,WGS,GCA_000001405.13,202,149849927246,DSMZ:HCC-44,PRJNA523380,SAMN10988276,Human,81042180164,HCC-44,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5437567,Illumina HiSeq 2000,cell line,WGS-HCC44_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HCC44_LUNG,cell culture,female,SRP186687,lung
SRR8639174,NA,WGS,GCA_000001405.13,202,168933894820,HSRRB,PRJNA523380,SAMN10987848,Human,81395204028,A3/KAW,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),primary,Asian,SRX5437559,Illumina HiSeq 2000,cell line,WGS-A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8639191,NA,WGS,GCA_000001405.13,202,148362097862,NA,PRJNA523380,SAMN10987776,Human,68983767014,CCK-81,BROAD INSTITUTE,public,"sra,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",carcinoma (adenocarcinoma),primary,Asian,SRX5437542,Illumina HiSeq 2000,cell line,WGS-CCK81_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CCK81_LARGE_INTESTINE,cell culture,NA,SRP186687,large_intestine
SRR8639210,75,WGS,GCA_000001405.13,202,114221798900,DSMZ:CAL-54,PRJNA523380,SAMN10988487,Human,61697567246,CAL-54,BROAD INSTITUTE,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",carcinoma (renal_cell_carcinoma),metastasis,Caucasian,SRX5437523,Illumina HiSeq 2000,cell line,WGS-CAL54_KIDNEY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CAL54_KIDNEY,cell culture,male,SRP186687,kidney
SRR8639222,NA,WGS,GCA_000001405.13,202,140792811230,ECACC:COV362,PRJNA523380,SAMN10987971,Human,71736844358,COV362,BROAD INSTITUTE,public,"bam,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",carcinoma,primary,Caucasian,SRX5437511,Illumina HiSeq 2000,cell line,WGS-COV362_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,COV362_OVARY,cell culture,female,SRP186687,ovary
SRR8639228,47,WGS,GCA_000001405.13,202,111951535242,ECACC:COLO 668,PRJNA523380,SAMN10987711,Human,57236291146,COLO 668,BROAD INSTITUTE,public,"bam,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5437505,Illumina HiSeq 2000,cell line,WGS-COLO668_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,COLO668_LUNG,cell culture,female,SRP186687,lung
SRR8670667,81,WGS,GCA_000001405.13,202,128791662980,ATCC:T24,PRJNA523380,SAMN10987918,Human,68905947744,T24,BROAD INSTITUTE,public,"bam,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",carcinoma (transitional_cell_carcinoma),primary,Caucasian,SRX5466713,Illumina HiSeq 2000,cell line,WGS-T24_URINARY_TRACT,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,T24_URINARY_TRACT,cell culture,female,SRP186687,urinary_tract
SRR8670684,43,WGS,GCA_000001405.13,202,146095939046,NIBRI,PRJNA523380,SAMN10988181,Human,84070151352,SK-LMS-1,BROAD INSTITUTE,public,"bam,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",sarcoma,primary,Caucasian,SRX5466696,Illumina HiSeq 2000,cell line,WGS-SKLMS1_SOFT_TISSUE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SKLMS1_SOFT_TISSUE,cell culture,female,SRP186687,soft_tissue
SRR8670693,55,WGS,GCA_000001405.13,202,135775794598,ATCC:NCI-H526,PRJNA523380,SAMN10988341,Human,72797565919,NCI-H526,BROAD INSTITUTE,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5466687,Illumina HiSeq 2000,cell line,WGS-NCIH526_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH526_LUNG,cell culture,male,SRP186687,lung
SRR8670700,69,WGS,GCA_000001405.13,175,142418488646,NIBRI,PRJNA523380,SAMN10988329,Human,74330924211,NCI-H747,BROAD INSTITUTE,public,"sra,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5466680,Illumina HiSeq 2000,cell line,WGS-NCIH747_LARGE_INTESTINE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH747_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8670702,43,WGS,GCA_000001405.13,202,141964455468,ATCC:NCI-H661,PRJNA523380,SAMN10988284,Human,77532197003,NCI-H661,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",carcinoma (large_cell_carcinoma),metastasis,Caucasian,SRX5466678,Illumina HiSeq 2000,cell line,WGS-NCIH661_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH661_LUNG,cell culture,male,SRP186687,lung
SRR8670703,NA,WGS,GCA_000001405.13,202,132702657094,NA,PRJNA523380,SAMN10987913,Human,70511709192,NCI-N87,BROAD INSTITUTE,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",carcinoma,metastasis,African_american,SRX5466677,Illumina HiSeq 2000,cell line,WGS-NCIN87_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIN87_STOMACH,cell culture,male,SRP186687,stomach
SRR8670704,69,WGS,GCA_000001405.13,202,116783214046,ATCC:NCI-H889,PRJNA523380,SAMN10988219,Human,59763192142,NCI-H889,BROAD INSTITUTE,public,"sra,bam","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5466676,Illumina HiSeq 2000,cell line,WGS-NCIH889_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NCIH889_LUNG,cell culture,female,SRP186687,lung
SRR8670709,73,WGS,GCA_000001405.13,202,141473363572,HSSRB,PRJNA523380,SAMN10988018,Human,72969212070,SUIT-2,BROAD INSTITUTE,public,"sra,bam","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,Asian,SRX5466671,Illumina HiSeq 2000,cell line,WGS-SUIT2_PANCREAS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,SUIT2_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8670719,NA,WGS,GCA_000001405.13,202,119475411264,NCI/DCTD,PRJNA523380,SAMN10988377,Human,64211103140,UACC-257,BROAD INSTITUTE,public,"bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",malignant_melanoma,primary,Caucasian,SRX5466661,Illumina HiSeq 2000,cell line,WGS-UACC257_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,UACC257_SKIN,cell culture,NA,SRP186687,skin
SRR8670723,58,WGS,GCA_000001405.13,202,122786624756,ATCC:WM-266-4,PRJNA523380,SAMN10988367,Human,67594901374,WM-266-4,BROAD INSTITUTE,public,"sra,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",malignant_melanoma,metastasis,Caucasian,SRX5466657,Illumina HiSeq 2000,cell line,WGS-WM2664_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,WM2664_SKIN,cell culture,female,SRP186687,skin
SRR8670731,65,WGS,GCA_000001405.13,202,147602632402,ATCC:Panc 03.27,PRJNA523380,SAMN10988317,Human,69602964671,Panc 03.27,BROAD INSTITUTE,public,"sra,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5466649,Illumina HiSeq 2000,cell line,WGS-PANC0327_PANCREAS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PANC0327_PANCREAS,cell culture,female,SRP186687,pancreas
SRR8670734,62,WGS,GCA_000001405.13,202,138542857460,ATCC:PC-3,PRJNA523380,SAMN10988356,Human,75455068674,PC-3,BROAD INSTITUTE,public,"bam,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5466646,Illumina HiSeq 2000,cell line,WGS-PC3_PROSTATE,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,PC3_PROSTATE,cell culture,male,SRP186687,prostate
SRR8670738,35,WGS,GCA_000001405.13,202,123280113180,GNF,PRJNA523380,SAMN10987867,Human,72677263879,NUGC-4,BROAD INSTITUTE,public,"sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (signet_ring_adenocarcinoma),metastasis,Asian,SRX5466642,Illumina HiSeq 2000,cell line,WGS-NUGC4_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,NUGC4_STOMACH,cell culture,female,SRP186687,stomach
SRR8670745,64,WGS,GCA_000001405.13,202,114831955454,NIBRI,PRJNA523380,SAMN10987765,Human,58686640093,OV-90,BROAD INSTITUTE,public,"bam,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",carcinoma (mixed_carcinoma),metastasis,Caucasian,SRX5466635,Illumina HiSeq 2000,cell line,WGS-OV90_OVARY,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,OV90_OVARY,cell culture,female,SRP186687,ovary
SRR8670759,41,WGS,GCA_000001405.13,202,126658518336,NIBRI,PRJNA523380,SAMN10987634,Human,67641654389,RERF-GC-1B,BROAD INSTITUTE,public,"sra,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",carcinoma,metastasis,Asian,SRX5466621,Illumina HiSeq 2000,cell line,WGS-RERFGC1B_STOMACH,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,RERFGC1B_STOMACH,cell culture,male,SRP186687,stomach
SRR8639188,71,WGS,GCA_000001405.13,202,152889676574,NIBRI,PRJNA523380,SAMN10988293,Human,76614098270,HEC-1-A,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5437545,Illumina HiSeq 2000,cell line,WGS-HEC1A_ENDOMETRIUM,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,HEC1A_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8670672,58,WGS,GCA_000001405.13,202,132584173792,GNF,PRJNA523380,SAMN10988291,Human,76254420705,TE-11,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5466708,Illumina HiSeq 2000,cell line,WGS-TE11_OESOPHAGUS,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,TE11_OESOPHAGUS,cell culture,NA,SRP186687,oesophagus
SRR8639226,63,WGS,GCA_000001405.13,202,119888324716,ECACC:COR-L311,PRJNA523380,SAMN10987984,Human,67858003072,COR-L311,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5437507,Illumina HiSeq 2000,cell line,WGS-CORL311_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,CORL311_LUNG,cell culture,male,SRP186687,lung
SRR8639220,NA,WGS,GCA_000001405.13,202,119359104108,ECACC:DMS 454,PRJNA523380,SAMN10987979,Human,63080677999,DMS 454,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),primary,Caucasian,SRX5437513,Illumina HiSeq 2000,cell line,WGS-DMS454_LUNG,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,DMS454_LUNG,cell culture,male,SRP186687,lung
SRR8652102,58,WGS,GCA_000001405.13,202,129510576536,NCI/DCTD,PRJNA523380,SAMN10988372,Human,73553621435,LOX IMVI,BROAD INSTITUTE,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5449798,Illumina HiSeq 2000,cell line,WGS-LOXIMVI_SKIN,PAIRED,size fractionation,GENOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,LOXIMVI_SKIN,cell culture,male,SRP186687,skin
