"","seqnames","start","end","width","strand","V4","V5","V6","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"2726","chr13",79313411,79313431,21,"*","chr13_r_c167[k=25][m=25]",25,"-","3' UTR",13,79311824,79341212,29389,2,"64062","ENST00000449987.6",27781
"2727","chr14",56614890,56614910,21,"*","chr14_f_c101[k=25][m=25]",25,"+","Promoter (<=1kb)",14,56615451,56647922,32472,1,"54916","ENST00000556648.1",-541
"2728","chr15",37027950,37027970,21,"*","chr15_r_c45[k=25][m=25]",25,"-","Intron (ENST00000561208.6/4212, intron 8 of 11)",15,36972821,36972901,81,2,"102466875","ENST00000621930.1",-55049
"2729","chr15",41682931,41682951,21,"*","chr15_f_c34[k=25][m=25]",25,"+","Intron (ENST00000566718.6/23269, intron 2 of 8)",15,41691585,41691678,94,1,"693211","ENST00000385032.1",-8634
"2730","chr16",2164554,2164574,21,"*","chr16_f_c45[k=25][m=25]",25,"+","Promoter (1-2kb)",16,2163542,2171356,7815,1,"84231","ENST00000567645.2",1012
"2731","chr16",71788555,71788575,21,"*","chr16_r_c215[k=25][m=25]",25,"-","Intron (ENST00000299980.9/164, intron 2 of 22)",16,71742282,71771199,28918,2,"164","ENST00000565642.5",-17356
"2732","chr17",50141692,50141712,21,"*","chr17_r_c247[k=25][m=25]",25,"-","Intron (ENST00000451776.1/ENST00000451776.1, intron 2 of 3)",17,50139460,50145152,5693,2,"84687","ENST00000513579.1",3440
"2733","chr17",81838776,81838796,21,"*","chr17_f_c431[k=25][m=25]",25,"+","Distal Intergenic",17,81833498,81835050,1553,2,"116729","ENST00000570394.1",-3726
"2734","chr18",34819004,34819024,21,"*","chr18_f_c74[k=25][m=25]",25,"+","Promoter (<=1kb)",18,34818473,34829316,10844,1,"1837","ENST00000679731.1",531
"2735","chr18",54177865,54177885,21,"*","chr18_r_c112[k=25][m=25]",25,"-","Intron (ENST00000256429.8/8932, intron 3 of 6)",18,54155254,54160113,4860,2,"8932","ENST00000579025.1",-17752
"2736","chr2",10643825,10643845,21,"*","chr2_r_c23[k=25][m=25]",25,"-","Intron (ENST00000381685.10/79954, intron 13 of 20)",2,10622023,10671690,49668,2,"79954","ENST00000431319.1",27845
"2737","chr2",119766547,119766567,21,"*","chr2_f_c297[k=25][m=25]",25,"+","Intron (ENST00000263708.7/5775, intron 1 of 26)",2,119760275,119882579,122305,1,"5775","ENST00000485247.1",6272
"2738","chr2",131617838,131617858,21,"*","chr2_f_c318[k=25][m=25]",25,"+","Intron (ENST00000397487.4/440915, intron 9 of 10)",2,131637025,131649615,12591,1,"101927994","ENST00000431979.1",-19167
"2739","chr2",170074092,170074112,21,"*","chr2_f_c396[k=25][m=25]",25,"+","Intron (ENST00000272793.11/130507, intron 36 of 38)",2,170080024,170081855,1832,1,"130507","ENST00000484596.1",-5912
"2740","chr2",17680073,17680093,21,"*","chr2_r_c36[k=25][m=25]",25,"-","Promoter (1-2kb)",2,17665126,17682016,16891,2,"79677","ENST00000481708.1",1923
"2741","chr22",20729892,20729912,21,"*","chr22_r_c37[k=25][m=25]",25,"-","Promoter (<=1kb)",22,20727569,20729471,1903,2,"5297","ENST00000485123.1",-421
"2742","chr2",237514722,237514742,21,"*","chr2_f_c583[k=25][m=25]",25,"+","Intron (ENST00000410032.5/79083, intron 5 of 13)",2,237518029,237553991,35963,1,"79083","ENST00000464123.5",-3287
"2743","chr2",33182023,33182043,21,"*","chr2_f_c102[k=25][m=25]",25,"+","Intron (ENST00000404816.7/4052, intron 5 of 33)",2,33134657,33399363,264707,1,"4052","ENST00000407925.5",47366
"2744","chr2",58214917,58214937,21,"*","chr2_r_c148[k=25][m=25]",25,"-","Intron (ENST00000403295.7/55120, intron 5 of 12)",2,58213505,58241259,27755,2,"55120","ENST00000481670.2",26322
"2745","chr2",61241777,61241797,21,"*","chr2_r_c153[k=25][m=25]",25,"-","Promoter (<=1kb)",2,61187463,61241614,54152,2,"9736","ENST00000411912.5",-163
"2746","chr2",65244186,65244206,21,"*","chr2_f_c177[k=25][m=25]",25,"+","Intron (ENST00000476840.5/10097, intron 3 of 3)",2,65228176,65268755,40580,1,"10097","ENST00000542850.2",16010
"2747","chr3",169513594,169513614,21,"*","chr3_r_c465[k=25][m=25]",25,"-","Intron (ENST00000651503.2/2122, intron 1 of 16)",3,169447867,169477052,29186,1,"105374205","ENST00000480669.1",65727
"2748","chr3",48052369,48052389,21,"*","chr3_r_c123[k=25][m=25]",25,"-","Intron (ENST00000395734.7/4134, intron 1 of 17)",3,47928273,48016420,88148,2,"4134","ENST00000633710.1",-35949
"2749","chr4",11478609,11478629,21,"*","chr4_f_c55[k=25][m=25]",25,"+","Distal Intergenic",4,11399758,11429564,29807,2,"9957","ENST00000510712.1",-49045
"2750","chr4",40121024,40121044,21,"*","chr4_f_c103[k=25][m=25]",25,"+","3' UTR",4,40102907,40155397,52491,1,"55728","ENST00000513269.1",18117
"2751","chr5",108242850,108242870,21,"*","chr5_r_c212[k=25][m=25]",25,"-","Intron (ENST00000542267.7/64839, intron 4 of 8)",5,108020799,108364767,343969,2,"64839","ENST00000481160.1",121897
"2752","chr5",140167536,140167556,21,"*","chr5_f_c301[k=25][m=25]",25,"+","Intron (ENST00000523154.5/101929719, intron 3 of 4)",5,140161953,140173051,11099,1,"101929719","ENST00000607850.1",5583
"2753","chr5",179730285,179730305,21,"*","chr5_f_c431[k=25][m=25]",25,"+","Promoter (2-3kb)",5,179732822,179777283,44462,1,"9794","ENST00000292599.4",-2517
"2754","chr5",62404295,62404315,21,"*","chr5_f_c117[k=25][m=25]",25,"+","Promoter (<=1kb)",5,62404050,62580680,176631,1,"51194","ENST00000424533.5",245
"2755","chr5",6372455,6372475,21,"*","chr5_r_c17[k=25][m=25]",25,"-","Promoter (2-3kb)",5,6372165,6374811,2647,2,"84246","ENST00000503112.1",2336
"2756","chr6",21081131,21081151,21,"*","chr6_f_c90[k=25][m=25]",25,"+","Intron (ENST00000274695.8/54901, intron 12 of 15)",6,21200812,21231441,30630,1,"54901","ENST00000476517.1",-119661
"2757","chr7",130113669,130113689,21,"*","chr7_f_c396[k=25][m=25]",25,"+","Promoter (2-3kb)",7,130116445,130117666,1222,1,"23008","ENST00000495724.1",-2756
"2758","chr7",134291209,134291229,21,"*","chr7_r_c335[k=25][m=25]",25,"-","3' UTR",7,134294606,134295177,572,2,"84912","ENST00000466599.1",3948
"2759","chr7",25583853,25583873,21,"*","chr7_r_c71[k=25][m=25]",25,"-","Distal Intergenic",7,25593338,25620441,27104,2,"646588","ENST00000659793.1",36568
"2760","chr7",26190124,26190144,21,"*","chr7_r_c72[k=25][m=25]",25,"-","3' UTR",7,26189666,26200142,10477,2,"3181","ENST00000677075.1",9998
"2761","chr7",55072737,55072757,21,"*","chr7_f_c147[k=25][m=25]",25,"+","Intron (ENST00000344576.7/1956, intron 1 of 15)",7,55109723,55146724,37002,1,"1956","ENST00000450046.1",-36966
"2762","chr7",64971342,64971362,21,"*","chr7_r_c155[k=25][m=25]",25,"-","Distal Intergenic",7,64976785,64982021,5237,2,"109504726","ENST00000610793.1",10659
"2763","chr7",80914747,80914767,21,"*","chr7_r_c191[k=25][m=25]",25,"-","Intron (ENST00000265361.8/10512, intron 2 of 17)",7,80827430,80918429,91000,2,"10512","ENST00000411788.5",3662
"2764","chr8",128048076,128048096,21,"*","chr8_f_c256[k=25][m=25]",25,"+","Promoter (<=1kb)",8,128048135,128101256,53122,1,"5820","ENST00000668479.1",-39
"2765","chr9",126983233,126983253,21,"*","chr9_f_c220[k=25][m=25]",25,"+","Intron (ENST00000424082.6/9649, intron 4 of 17)",9,126962225,127217812,255588,1,"9649","ENST00000373434.5",21008
"2766","chr9",26371798,26371818,21,"*","chr9_f_c29[k=25][m=25]",25,"+","Distal Intergenic",9,26066675,26118408,51734,1,"100506422","ENST00000612217.2",305123
"2767","chr9",33605367,33605387,21,"*","chr9_f_c35[k=25][m=25]",25,"+","Intron (ENST00000658100.1/ENST00000658100.1, intron 1 of 1)",9,33624274,33625293,1020,1,"304","ENST00000435128.2",-18887
"2768","chr9",35757732,35757752,21,"*","chr9_f_c50[k=25][m=25]",25,"+","Promoter (1-2kb)",9,35752992,35756613,3622,2,"692094","ENST00000414286.1",-1119
"2769","chrX",43863108,43863128,21,"*","chrX_r_c81[k=25][m=25]",25,"-","Intron (ENST00000378069.5/4129, intron 1 of 14)",23,43843800,43882303,38504,2,"4129","ENST00000468431.1",19175
"2770","chr10",50506938,50506958,21,"*","chr10_r_c138[k=26][m=25]",25,"-","Intron (ENST00000429490.5/259230, intron 3 of 9)",10,50459941,50466932,6992,2,"259230","ENST00000498514.5",-40006
"2771","chr11",87176175,87176195,21,"*","chr11_f_c528[k=26][m=25]",25,"+","Intron (ENST00000340353.11/65084, intron 4 of 13)",11,87071517,87157408,85892,1,"65084","ENST00000531800.1",104658
"2772","chr12",117464501,117464521,21,"*","chr12_r_c352[k=26][m=25]",25,"-","3' UTR",12,117331433,117452170,120738,2,"4842","ENST00000549189.1",-12331
"2773","chr1",243843060,243843080,21,"*","chr1_r_c854[k=26][m=25]",25,"-","Promoter (<=1kb)",1,243658513,243843127,184615,2,"10000","ENST00000672679.1",47
"2774","chr13",26670576,26670596,21,"*","chr13_f_c11[k=26][m=25]",25,"+","Intron (ENST00000335327.6/10810, intron 5 of 9)",13,26685640,26698804,13165,2,"107984597","ENST00000650558.1",28208
"2775","chr15",98924616,98924636,21,"*","chr15_f_c273[k=26][m=25]",25,"+","Promoter (<=1kb)",15,98924600,98935366,10767,1,"3480","ENST00000560972.1",16
"2776","chr16",89097359,89097379,21,"*","chr16_f_c374[k=26][m=25]",25,"+","Promoter (1-2kb)",16,89098711,89154540,55830,1,"197322","ENST00000542688.5",-1332
"2777","chr17",45041177,45041197,21,"*","chr17_r_c208[k=26][m=25]",25,"-","Intron (ENST00000678938.1/4836, intron 1 of 11)",17,45023340,45035141,11802,2,"79877","ENST00000452796.6",-6036
"2778","chr17",81994351,81994371,21,"*","chr17_f_c434[k=26][m=25]",25,"+","Promoter (1-2kb)",17,81995443,82017037,21595,1,"79058","ENST00000582355.6",-1072
"2779","chr1",89590783,89590803,21,"*","chr1_f_c319[k=26][m=25]",25,"+","Intron (ENST00000439853.6/23507, intron 6 of 6)",1,89629725,89676386,46662,1,"84230","ENST00000429074.1",-38922
"2780","chr20",21198443,21198463,21,"*","chr20_f_c51[k=26][m=25]",25,"+","Exon (ENST00000616177.4/101929591, exon 4 of 7)",20,21154023,21218265,64243,2,"101929591","ENST00000616177.4",19802
"2781","chr3",177128872,177128892,21,"*","chr3_r_c495[k=26][m=25]",25,"-","Intron (ENST00000457928.7/79718, intron 1 of 15)",3,177098471,177136245,37775,2,"79718","ENST00000636478.1",7353
"2782","chr5",11358995,11359015,21,"*","chr5_r_c27[k=26][m=25]",25,"-","Intron (ENST00000304623.13/1501, intron 8 of 21)",5,10972532,11384771,412240,2,"1501","ENST00000495388.6",25756
"2783","chr20",62062755,62062775,21,"*","chr20_r_c173[k=27][m=25]",25,"-","Promoter (1-2kb)",20,62012874,62064366,51493,2,"6874","ENST00000608887.1",1591
"2784","chr1",155188250,155188270,21,"*","chr1_r_c492[k=36][m=25]",25,"-","Promoter (<=1kb)",1,155185827,155188351,2525,2,"4582","ENST00000462317.5",81
"2785","chr11",65501517,65501537,21,"*","chr11_f_c313[k=46][m=25]",25,"+","Promoter (<=1kb)",11,65501848,65503609,1762,1,"378938","ENST00000508832.2",-311
"2786","chr11",47329986,47330006,21,"*","chr11_f_c144[k=160][m=25]",25,"+","Promoter (1-2kb)",11,47328142,47329406,1265,1,"8567","ENST00000469699.1",1844
"2787","chr19",12703615,12703635,21,"*","chr19_r_c88[k=178][m=25]",25,"-","Promoter (<=1kb)",19,12701599,12703050,1452,2,"30000","ENST00000587155.1",-565
"2788","chr1",8861027,8861047,21,"*","chr1_r_c39[k=286][m=25]",25,"-","3' UTR",1,8866502,8866590,89,2,"102465436","ENST00000618792.1",5543
"2789","chr10",129689275,129689295,21,"*","chr10_f_c421[k=24][m=24]",24,"+","Intron (ENST00000306010.8/4255, intron 2 of 4)",10,129701627,129717867,16241,1,"105378560","ENST00000462672.1",-12332
"2790","chr10",73535948,73535968,21,"*","chr10_r_c207[k=24][m=24]",24,"-","Promoter (1-2kb)",10,73497538,73534770,37233,2,"159195","ENST00000466048.6",-1178
"2791","chr10",75639154,75639174,21,"*","chr10_f_c219[k=24][m=24]",24,"+","Intron (ENST00000611255.5/83938, intron 2 of 6)",10,75647509,76557377,909869,1,"83938","ENST00000593699.5",-8335
"2792","chr11",46009011,46009031,21,"*","chr11_r_c132[k=24][m=24]",24,"-","Intron (ENST00000676320.1/51317, intron 6 of 18)",11,45971278,46027078,55801,2,"51317","ENST00000525679.1",18047
"2793","chr1",146039441,146039461,21,"*","chr1_f_c454[k=24][m=24]",24,"+","Promoter (2-3kb)",1,146017547,146036746,19200,2,"148738","ENST00000636675.1",-2695
"2794","chr1",153769091,153769111,21,"*","chr1_f_c494[k=24][m=24]",24,"+","Promoter (2-3kb)",1,153766831,153774079,7249,1,"65123","ENST00000368669.1",2260
"2795","chr1",155257631,155257651,21,"*","chr1_r_c494[k=24][m=24]",24,"-","Promoter (1-2kb)",1,155255979,155258915,2937,2,"10067","ENST00000478737.5",1264
"2796","chr11",93179493,93179513,21,"*","chr11_r_c320[k=24][m=24]",24,"-","Intron (ENST00000326402.9/120103, intron 6 of 10)",11,93154157,93182894,28738,2,"120103","ENST00000534116.1",3381
"2797","chr1",195222880,195222900,21,"*","chr1_r_c646[k=24][m=24]",24,"-","Distal Intergenic",1,195747166,195763425,16260,2,"105371672","ENST00000657207.1",540525
"2798","chr1",204655618,204655638,21,"*","chr1_r_c682[k=24][m=24]",24,"-","Intron (ENST00000367176.7/10446, intron 2 of 2)",1,204626775,204629712,2938,1,"105371692","ENST00000444037.1",28843
"2799","chr12",10084354,10084374,21,"*","chr12_f_c62[k=24][m=24]",24,"+","Exon (ENST00000411110.1/ENST00000411110.1, exon 1 of 1)",12,10070763,10098950,28188,2,"51267","ENST00000420265.2",14576
"2800","chr1",236832234,236832254,21,"*","chr1_f_c901[k=24][m=24]",24,"+","Intron (ENST00000680454.1/4548, intron 13 of 31)",1,236835616,236900418,64803,1,"4548","ENST00000366576.3",-3362
"2801","chr1",246112028,246112048,21,"*","chr1_r_c869[k=24][m=24]",24,"-","Intron (ENST00000443763.1/101928089, intron 3 of 3)",1,246108637,246113804,5168,1,"101928089","ENST00000651181.1",3391
"2802","chr12",57425341,57425361,21,"*","chr12_r_c185[k=24][m=24]",24,"-","Intron (ENST00000347140.7/22864, intron 1 of 23)",12,57310340,57430790,120451,2,"22864","ENST00000448732.1",5429
"2803","chr13",100293824,100293844,21,"*","chr13_f_c178[k=24][m=24]",24,"+","Promoter (<=1kb)",13,100293224,100425731,132508,1,"5095","ENST00000424527.5",600
"2804","chr14",24224852,24224872,21,"*","chr14_r_c20[k=24][m=24]",24,"-","Intron (ENST00000605847.5/100528064, intron 1 of 7)",14,24216996,24218726,1731,2,"4738","ENST00000560427.1",-6126
"2805","chr14",29899656,29899676,21,"*","chr14_r_c36[k=24][m=24]",24,"-","Intron (ENST00000616995.4/5587, intron 1 of 18)",14,29576479,29927512,351034,2,"5587","ENST00000616995.4",27836
"2806","chr14",69927293,69927313,21,"*","chr14_f_c172[k=24][m=24]",24,"+","Intron (ENST00000555917.1/64093, intron 3 of 3)",14,69952137,69978088,25952,1,"64093","ENST00000553839.1",-24824
"2807","chr1",48429587,48429607,21,"*","chr1_f_c215[k=24][m=24]",24,"+","Intron (ENST00000371847.8/54558, intron 3 of 12)",1,48411464,48451586,40123,2,"54558","ENST00000465990.5",21979
"2808","chr15",43390491,43390511,21,"*","chr15_r_c66[k=24][m=24]",24,"-","Intron (ENST00000260383.11/27229, intron 9 of 17)",15,43394081,43405323,11243,1,"27229","ENST00000563963.1",-3570
"2809","chr16",18827980,18828000,21,"*","chr16_r_c93[k=24][m=24]",24,"-","Intron (ENST00000446231.7/23049, intron 55 of 62)",16,18812011,18816179,4169,2,"23049","ENST00000561940.1",-11801
"2810","chr16",21613605,21613625,21,"*","chr16_f_c128[k=24][m=24]",24,"+","Promoter (<=1kb)",16,21612700,21655281,42582,1,"51108","ENST00000568826.1",905
"2811","chr16",2976829,2976849,21,"*","chr16_r_c30[k=24][m=24]",24,"-","Promoter (<=1kb)",16,2972995,2977526,4532,2,"9088","ENST00000382240.9",677
"2812","chr16",55451413,55451433,21,"*","chr16_r_c174[k=24][m=24]",24,"-","Intron (ENST00000570308.5/4313, intron 1 of 13)",16,55429135,55444759,15625,2,"107984884","ENST00000565307.1",-6654
"2813","chr16",71727686,71727706,21,"*","chr16_r_c213[k=24][m=24]",24,"-","Promoter (2-3kb)",16,71644924,71724701,79778,2,"23035","ENST00000568954.5",-2985
"2814","chr17",29546067,29546087,21,"*","chr17_f_c111[k=24][m=24]",24,"+","3' UTR",17,29566052,29568341,2290,1,"90313","ENST00000578073.1",-19965
"2815","chr1",8574169,8574189,21,"*","chr1_r_c30[k=24][m=24]",24,"-","Intron (ENST00000337907.7/473, intron 5 of 23)",1,8541224,8590841,49618,2,"473","ENST00000469251.1",16652
"2816","chr18",58345275,58345295,21,"*","chr18_f_c125[k=24][m=24]",24,"+","Intron (ENST00000400345.8/23327, intron 16 of 30)",18,58348529,58398154,49626,1,"23327","ENST00000674921.1",-3234
"2817","chr19",40950254,40950274,21,"*","chr19_f_c260[k=24][m=24]",24,"+","Exon (ENST00000599198.5/1556, exon 9 of 9)",19,40944143,40949345,5203,1,"1556","ENST00000600518.2",6111
"2818","chr20",25442989,25443009,21,"*","chr20_r_c52[k=24][m=24]",24,"-","Promoter (<=1kb)",20,25443024,25452628,9605,1,"9837","ENST00000481735.1",-15
"2819","chr20",34540849,34540869,21,"*","chr20_f_c85[k=24][m=24]",24,"+","3' UTR",20,34546854,34560345,13492,1,"84557","ENST00000374837.7",-5985
"2820","chr20",36462041,36462061,21,"*","chr20_f_c102[k=24][m=24]",24,"+","Promoter (<=1kb)",20,36461747,36527239,65493,1,"22839","ENST00000340491.8",294
"2821","chr20",63521174,63521194,21,"*","chr20_f_c230[k=24][m=24]",24,"+","Promoter (<=1kb)",20,63520777,63521949,1173,1,"79144","ENST00000473620.1",397
"2822","chr2",100985877,100985897,21,"*","chr2_f_c261[k=24][m=24]",24,"+","Promoter (2-3kb)",2,100988310,100996822,8513,1,"4862","ENST00000495559.1",-2413
"2823","chr2",108735720,108735740,21,"*","chr2_f_c275[k=24][m=24]",24,"+","Exon (ENST00000283195.11/5903, exon 5 of 29)",2,108730817,108731898,1082,1,"5903","ENST00000495924.1",4903
"2824","chr2",137466634,137466654,21,"*","chr2_f_c336[k=24][m=24]",24,"+","Intron (ENST00000409968.6/80731, intron 15 of 27)",2,137642243,137655640,13398,1,"80731","ENST00000480352.1",-175589
"2825","chr21",41275767,41275787,21,"*","chr21_f_c100[k=24][m=24]",24,"+","3' UTR",21,41252465,41257326,4862,1,"25825","ENST00000475618.1",23302
"2826","chr2",193178055,193178075,21,"*","chr2_r_c472[k=24][m=24]",24,"-","Distal Intergenic",2,192749967,192776068,26102,1,"64002","ENST00000606314.1",428088
"2827","chr22",19061391,19061411,21,"*","chr22_r_c18[k=24][m=24]",24,"-","Promoter (1-2kb)",22,19048379,19063277,14899,2,"9993","ENST00000608548.1",1866
"2828","chr22",21958676,21958696,21,"*","chr22_r_c42[k=24][m=24]",24,"-","3' UTR",22,21962128,21962895,768,2,"8940","ENST00000470338.1",4199
"2829","chr22",28794697,28794717,21,"*","chr22_r_c74[k=24][m=24]",24,"-","Promoter (2-3kb)",22,28794559,28797045,2487,2,"7494","ENST00000484256.1",2328
"2830","chr2",229786429,229786449,21,"*","chr2_r_c567[k=24][m=24]",24,"-","Intron (ENST00000675453.1/9320, intron 33 of 41)",2,229791788,229793107,1320,2,"9320","ENST00000470302.5",6658
"2831","chr2",237496878,237496898,21,"*","chr2_f_c579[k=24][m=24]",24,"+","Intron (ENST00000422695.5/79083, intron 4 of 5)",2,237487276,237553994,66719,1,"79083","ENST00000409373.5",9602
"2832","chr2",26259863,26259883,21,"*","chr2_f_c64[k=24][m=24]",24,"+","Promoter (<=1kb)",2,26260538,26290464,29927,1,"3032","ENST00000494615.1",-655
"2833","chr2",39120141,39120161,21,"*","chr2_r_c95[k=24][m=24]",24,"-","Promoter (<=1kb)",2,38985686,39120450,134765,2,"6654","ENST00000395038.6",289
"2834","chr2",63035187,63035207,21,"*","chr2_f_c173[k=24][m=24]",24,"+","Intron (ENST00000405015.7/23301, intron 19 of 22)",2,63044839,63045655,817,1,"23301","ENST00000471179.1",-9632
"2835","chr3",113594505,113594525,21,"*","chr3_f_c318[k=24][m=24]",24,"+","Promoter (<=1kb)",3,113594876,113594942,67,1,"100616476","ENST00000578505.1",-351
"2836","chr3",120038516,120038536,21,"*","chr3_r_c302[k=24][m=24]",24,"-","Intron (ENST00000264235.13/2932, intron 1 of 10)",3,119996690,120013215,16526,2,"2932","ENST00000676722.1",-25301
"2837","chr3",132419210,132419230,21,"*","chr3_f_c370[k=24][m=24]",24,"+","Promoter (1-2kb)",3,132417709,132467346,49638,1,"23317","ENST00000486798.5",1501
"2838","chr3",23903442,23903462,21,"*","chr3_f_c79[k=24][m=24]",24,"+","Intron (ENST00000425478.7/28512, intron 3 of 4)",3,23892083,23910925,18843,2,"28512","ENST00000614374.4",7463
"2839","chr3",47906739,47906759,21,"*","chr3_r_c119[k=24][m=24]",24,"-","Promoter (2-3kb)",3,47850690,47909267,58578,2,"4134","ENST00000429422.5",2508
"2840","chr3",53609720,53609740,21,"*","chr3_f_c210[k=24][m=24]",24,"+","Intron (ENST00000637424.1/776, intron 3 of 46)",3,53660270,53781924,121655,1,"776","ENST00000636627.1",-50530
"2841","chr4",1367594,1367614,21,"*","chr4_f_c18[k=24][m=24]",24,"+","Promoter (1-2kb)",4,1366077,1386258,20182,1,"57654","ENST00000511563.5",1517
"2842","chr4",39833747,39833767,21,"*","chr4_r_c100[k=24][m=24]",24,"-","Intron (ENST00000303538.13/23244, intron 32 of 32)",4,39837012,39848561,11550,2,"23244","ENST00000507766.1",14794
"2843","chr4",42588430,42588450,21,"*","chr4_r_c114[k=24][m=24]",24,"-","Promoter (<=1kb)",4,42581682,42588617,6936,2,"10396","ENST00000504510.5",167
"2844","chr5",131403024,131403044,21,"*","chr5_r_c247[k=24][m=24]",24,"-","Distal Intergenic",5,131385606,131398446,12841,1,"56990","ENST00000502582.1",17418
"2845","chr5",168549949,168549969,21,"*","chr5_r_c331[k=24][m=24]",24,"-","3' UTR",5,168560904,168560965,62,1,"100302238","ENST00000636572.1",-10935
